date,data,cols
2020-11-01,-4.0025,channel_1
2020-11-02,-4.095000000000001,channel_1
2020-11-03,-4.1875,channel_1
2020-11-04,-4.28,channel_1
2020-11-05,-4.390000000000001,channel_1
2020-11-06,-4.5,channel_1
2020-11-07,-4.61,channel_1
2020-11-08,-4.640000000000001,channel_1
2020-11-09,-4.67,channel_1
2020-11-10,-4.7,channel_1
2020-11-11,-4.73,channel_1
2020-11-12,-4.550000000000001,channel_1
2020-11-13,-4.37,channel_1
2020-11-14,-4.19,channel_1
2020-11-15,-3.912500000000001,channel_1
2020-11-16,-3.635,channel_1
2020-11-17,-3.3575,channel_1
2020-11-18,-3.08,channel_1
2020-11-19,-2.87,channel_1
2020-11-20,-2.66,channel_1
2020-11-21,-2.45,channel_1
2020-11-22,-2.4775,channel_1
2020-11-23,-2.505,channel_1
2020-11-24,-2.5325,channel_1
2020-11-25,-2.56,channel_1
2020-11-26,-2.39,channel_1
2020-11-27,-2.22,channel_1
2020-11-28,-2.05,channel_1
2020-11-29,-1.8075,channel_1
2020-11-30,-1.565,channel_1
2020-12-01,-1.3225,channel_1
2020-12-02,-1.08,channel_1
2020-12-03,-0.9366666666666668,channel_1
2020-12-04,-0.7933333333333334,channel_1
2020-12-05,-0.65,channel_1
2020-12-06,-0.645,channel_1
2020-12-07,-0.64,channel_1
2020-12-08,-0.635,channel_1
2020-12-09,-0.63,channel_1
2020-12-10,-0.5266666666666666,channel_1
2020-12-11,-0.4233333333333333,channel_1
2020-12-12,-0.32,channel_1
2020-12-13,-0.3625,channel_1
2020-12-14,-0.405,channel_1
2020-12-15,-0.4475,channel_1
2020-12-16,-0.49,channel_1
2020-12-17,-0.3266666666666667,channel_1
2020-12-18,-0.1633333333333333,channel_1
2020-12-19,0.0,channel_1
2020-12-20,-0.195,channel_1
2020-12-21,-0.39,channel_1
2020-12-22,-0.585,channel_1
2020-12-23,-0.78,channel_1
2020-12-24,-0.9566666666666667,channel_1
2020-12-25,-1.133333333333333,channel_1
2020-12-26,-1.31,channel_1
2020-12-27,-1.41,channel_1
2020-12-28,-1.51,channel_1
2020-12-29,-1.61,channel_1
2020-12-30,-1.71,channel_1
2020-12-31,-1.86,channel_1
2021-01-01,-2.01,channel_1
2021-01-02,-2.16,channel_1
2021-01-03,-2.31,channel_1
2021-01-04,-2.46,channel_1
2021-01-05,-2.61,channel_1
2021-01-06,-2.76,channel_1
2021-01-07,-2.843333333333333,channel_1
2021-01-08,-2.926666666666666,channel_1
2021-01-09,-3.01,channel_1
2021-01-10,-3.1925,channel_1
2021-01-11,-3.375,channel_1
2021-01-12,-3.5575,channel_1
2021-01-13,-3.74,channel_1
2021-01-14,-4.093333333333334,channel_1
2021-01-15,-4.446666666666666,channel_1
2021-01-16,-4.8,channel_1
2021-01-17,-4.7325,channel_1
2021-01-18,-4.665,channel_1
2021-01-19,-4.5975,channel_1
2021-01-20,-4.53,channel_1
2021-01-21,-4.640000000000001,channel_1
2021-01-22,-4.75,channel_1
2021-01-23,-4.86,channel_1
2021-01-24,-5.245,channel_1
2021-01-25,-5.630000000000001,channel_1
2021-01-26,-6.015000000000001,channel_1
2021-01-27,-6.4,channel_1
2021-01-28,-6.516666666666667,channel_1
2021-01-29,-6.633333333333334,channel_1
2021-01-30,-6.75,channel_1
2021-01-31,-7.0075,channel_1
2021-02-01,-7.265000000000001,channel_1
2021-02-02,-7.5225,channel_1
2021-02-03,-7.78,channel_1
2021-02-04,-7.833333333333334,channel_1
2021-02-05,-7.886666666666667,channel_1
2021-02-06,-7.94,channel_1
2021-02-07,-8.120000000000001,channel_1
2021-02-08,-8.3,channel_1
2021-02-09,-8.48,channel_1
2021-02-10,-8.66,channel_1
2021-02-11,-8.84,channel_1
2021-02-12,-9.02,channel_1
2021-02-13,-9.200000000000001,channel_1
2021-02-14,-9.38,channel_1
2021-02-15,-9.56,channel_1
2021-02-16,-9.74,channel_1
2021-02-17,-9.92,channel_1
2021-02-18,-10.1,channel_1
2021-02-19,-10.28,channel_1
2021-02-20,-10.46,channel_1
2021-02-21,-10.40714285714286,channel_1
2021-02-22,-10.35428571428571,channel_1
2021-02-23,-10.30142857142857,channel_1
2021-02-24,-10.24857142857143,channel_1
2021-02-25,-10.19571428571429,channel_1
2021-02-26,-10.14285714285714,channel_1
2021-02-27,-10.09,channel_1
2021-02-28,-10.07142857142857,channel_1
2021-03-01,-10.05285714285714,channel_1
2021-03-02,-10.03428571428571,channel_1
2021-03-03,-10.01571428571429,channel_1
2021-03-04,-9.997142857142858,channel_1
2021-03-05,-9.97857142857143,channel_1
2021-03-06,-9.96,channel_1
2021-03-07,-10.06714285714286,channel_1
2021-03-08,-10.17428571428571,channel_1
2021-03-09,-10.28142857142857,channel_1
2021-03-10,-10.38857142857143,channel_1
2021-03-11,-10.49571428571429,channel_1
2021-03-12,-10.60285714285714,channel_1
2021-03-13,-10.71,channel_1
2021-03-14,-10.7275,channel_1
2021-03-15,-10.745,channel_1
2021-03-16,-10.7625,channel_1
2021-03-17,-10.78,channel_1
2021-03-18,-10.7,channel_1
2021-03-19,-10.62,channel_1
2021-03-20,-10.54,channel_1
2021-03-21,-10.6325,channel_1
2021-03-22,-10.725,channel_1
2021-03-23,-10.8175,channel_1
2021-03-24,-10.91,channel_1
2021-03-25,-11.16666666666667,channel_1
2021-03-26,-11.42333333333333,channel_1
2021-03-27,-11.68,channel_1
2021-03-28,-11.8425,channel_1
2021-03-29,-12.005,channel_1
2021-03-30,-12.1675,channel_1
2021-03-31,-12.33,channel_1
2021-04-01,-12.33666666666667,channel_1
2021-04-02,-12.34333333333333,channel_1
2021-04-03,-12.35,channel_1
2021-04-04,-12.37,channel_1
2021-04-05,-12.39,channel_1
2021-04-06,-12.41,channel_1
2021-04-07,-12.43,channel_1
2021-04-08,-12.35666666666667,channel_1
2021-04-09,-12.28333333333333,channel_1
2021-04-10,-12.21,channel_1
2021-04-11,-12.2075,channel_1
2021-04-12,-12.205,channel_1
2021-04-13,-12.2025,channel_1
2021-04-14,-12.2,channel_1
2021-04-15,-12.23,channel_1
2021-04-16,-12.26,channel_1
2021-04-17,-12.29,channel_1
2021-04-18,-12.3675,channel_1
2021-04-19,-12.445,channel_1
2021-04-20,-12.5225,channel_1
2021-04-21,-12.6,channel_1
2021-04-22,-12.63333333333333,channel_1
2021-04-23,-12.66666666666667,channel_1
2021-04-24,-12.7,channel_1
2021-04-25,-12.7225,channel_1
2021-04-26,-12.745,channel_1
2021-04-27,-12.7675,channel_1
2021-04-28,-12.79,channel_1
2021-04-29,-12.85333333333333,channel_1
2021-04-30,-12.91666666666667,channel_1
2021-05-01,-12.98,channel_1
2021-05-02,-12.92857142857143,channel_1
2021-05-03,-12.87714285714286,channel_1
2021-05-04,-12.82571428571429,channel_1
2021-05-05,-12.77428571428571,channel_1
2021-05-06,-12.72285714285714,channel_1
2021-05-07,-12.67142857142857,channel_1
2021-05-08,-12.62,channel_1
2021-05-09,-12.7175,channel_1
2021-05-10,-12.815,channel_1
2021-05-11,-12.9125,channel_1
2021-05-12,-13.01,channel_1
2021-05-13,-13.19666666666667,channel_1
2021-05-14,-13.38333333333333,channel_1
2021-05-15,-13.57,channel_1
2021-05-16,-13.535,channel_1
2021-05-17,-13.5,channel_1
2021-05-18,-13.465,channel_1
2021-05-19,-13.43,channel_1
2021-05-20,-13.39,channel_1
2021-05-21,-13.35,channel_1
2021-05-22,-13.31,channel_1
2021-05-23,-13.305,channel_1
2021-05-24,-13.3,channel_1
2021-05-25,-13.295,channel_1
2021-05-26,-13.29,channel_1
2021-05-27,-13.50666666666667,channel_1
2021-05-28,-13.72333333333333,channel_1
2021-05-29,-13.94,channel_1
2021-05-30,-13.84,channel_1
2021-05-31,-13.74,channel_1
2021-06-01,-13.64,channel_1
2021-06-02,-13.54,channel_1
2021-06-03,-13.35,channel_1
2021-06-04,-13.16,channel_1
2021-06-05,-12.97,channel_1
2021-06-06,-13.0275,channel_1
2021-06-07,-13.085,channel_1
2021-06-08,-13.1425,channel_1
2021-06-09,-13.2,channel_1
2021-06-10,-13.46666666666667,channel_1
2021-06-11,-13.73333333333333,channel_1
2021-06-12,-14.0,channel_1
2021-06-13,-14.0075,channel_1
2021-06-14,-14.015,channel_1
2021-06-15,-14.0225,channel_1
2021-06-16,-14.03,channel_1
2021-06-17,-13.86,channel_1
2021-06-18,-13.69,channel_1
2021-06-19,-13.52,channel_1
2021-06-20,-13.59,channel_1
2021-06-21,-13.66,channel_1
2021-06-22,-13.73,channel_1
2021-06-23,-13.8,channel_1
2021-06-24,-13.97666666666667,channel_1
2021-06-25,-14.15333333333333,channel_1
2021-06-26,-14.33,channel_1
2021-06-27,-14.35363636363636,channel_1
2021-06-28,-14.37727272727273,channel_1
2021-06-29,-14.40090909090909,channel_1
2021-06-30,-14.42454545454545,channel_1
2021-07-01,-14.44818181818182,channel_1
2021-07-02,-14.47181818181818,channel_1
2021-07-03,-14.49545454545455,channel_1
2021-07-04,-14.51909090909091,channel_1
2021-07-05,-14.54272727272727,channel_1
2021-07-06,-14.56636363636364,channel_1
2021-07-07,-14.59,channel_1
2021-07-08,-14.61,channel_1
2021-07-09,-14.63,channel_1
2021-07-10,-14.65,channel_1
2021-07-11,-14.7625,channel_1
2021-07-12,-14.875,channel_1
2021-07-13,-14.9875,channel_1
2021-07-14,-15.1,channel_1
2021-07-15,-14.89,channel_1
2021-07-16,-14.68,channel_1
2021-07-17,-14.47,channel_1
2021-07-18,-14.7,channel_1
2021-07-19,-14.93,channel_1
2021-07-20,-15.16,channel_1
2021-07-21,-15.39,channel_1
2021-07-22,-15.44666666666667,channel_1
2021-07-23,-15.50333333333333,channel_1
2021-07-24,-15.56,channel_1
2021-07-25,-15.47,channel_1
2021-07-26,-15.38,channel_1
2021-07-27,-15.29,channel_1
2021-07-28,-15.2,channel_1
2021-07-29,-15.26,channel_1
2021-07-30,-15.32,channel_1
2021-07-31,-15.38,channel_1
2021-08-01,-15.3575,channel_1
2021-08-02,-15.335,channel_1
2021-08-03,-15.3125,channel_1
2021-08-04,-15.29,channel_1
2021-08-05,-15.40666666666667,channel_1
2021-08-06,-15.52333333333333,channel_1
2021-08-07,-15.64,channel_1
2021-08-08,-15.62,channel_1
2021-08-09,-15.6,channel_1
2021-08-10,-15.58,channel_1
2021-08-11,-15.56,channel_1
2021-08-12,-15.54,channel_1
2021-08-13,-15.52,channel_1
2021-08-14,-15.5,channel_1
2021-08-15,-15.55,channel_1
2021-08-16,-15.6,channel_1
2021-08-17,-15.65,channel_1
2021-08-18,-15.7,channel_1
2021-08-19,-15.75,channel_1
2021-08-20,-15.8,channel_1
2021-08-21,-15.85,channel_1
2021-08-22,-15.93,channel_1
2021-08-23,-16.01,channel_1
2021-08-24,-16.09,channel_1
2021-08-25,-16.17,channel_1
2021-08-26,-16.25,channel_1
2021-08-27,-16.33,channel_1
2021-08-28,-16.41,channel_1
2021-08-29,-16.40071428571429,channel_1
2021-08-30,-16.39142857142857,channel_1
2021-08-31,-16.38214285714286,channel_1
2021-09-01,-16.37285714285714,channel_1
2021-09-02,-16.36357142857143,channel_1
2021-09-03,-16.35428571428572,channel_1
2021-09-04,-16.345,channel_1
2021-09-05,-16.33571428571429,channel_1
2021-09-06,-16.32642857142857,channel_1
2021-09-07,-16.31714285714286,channel_1
2021-09-08,-16.30785714285715,channel_1
2021-09-09,-16.29857142857143,channel_1
2021-09-10,-16.28928571428571,channel_1
2021-09-11,-16.28,channel_1
2021-09-12,-16.3525,channel_1
2021-09-13,-16.425,channel_1
2021-09-14,-16.4975,channel_1
2021-09-15,-16.57,channel_1
2021-09-16,-16.42,channel_1
2021-09-17,-16.27,channel_1
2021-09-18,-16.12,channel_1
2021-09-19,-16.1325,channel_1
2021-09-20,-16.145,channel_1
2021-09-21,-16.1575,channel_1
2021-09-22,-16.17,channel_1
2021-09-23,-16.3,channel_1
2021-09-24,-16.43,channel_1
2021-09-25,-16.56,channel_1
2021-09-26,-16.34,channel_1
2021-09-27,-16.12,channel_1
2021-09-28,-15.9,channel_1
2021-09-29,-15.68,channel_1
2021-09-30,-15.46333333333333,channel_1
2021-10-01,-15.24666666666667,channel_1
2021-10-02,-15.03,channel_1
2021-10-03,-14.95571428571428,channel_1
2021-10-04,-14.88142857142857,channel_1
2021-10-05,-14.80714285714286,channel_1
2021-10-06,-14.73285714285714,channel_1
2021-10-07,-14.65857142857143,channel_1
2021-10-08,-14.58428571428571,channel_1
2021-10-09,-14.51,channel_1
2021-10-10,-14.22,channel_1
2021-10-11,-13.93,channel_1
2021-10-12,-13.64,channel_1
2021-10-13,-13.35,channel_1
2021-10-14,-13.22,channel_1
2021-10-15,-13.09,channel_1
2021-10-16,-12.96,channel_1
2021-10-17,-12.725,channel_1
2021-10-18,-12.49,channel_1
2021-10-19,-12.255,channel_1
2021-10-20,-12.02,channel_1
2021-10-21,-12.14,channel_1
2021-10-22,-12.26,channel_1
2021-10-23,-12.38,channel_1
2021-10-24,-12.2175,channel_1
2021-10-25,-12.055,channel_1
2021-10-26,-11.8925,channel_1
2021-10-27,-11.73,channel_1
2021-10-28,-11.73333333333333,channel_1
2021-10-29,-11.73666666666667,channel_1
2021-10-30,-11.74,channel_1
2021-10-31,-11.535,channel_1
2021-11-01,-11.33,channel_1
2021-11-02,-11.125,channel_1
2021-11-03,-10.92,channel_1
2021-11-04,-10.87,channel_1
2021-11-05,-10.82,channel_1
2021-11-06,-10.77,channel_1
2021-11-07,-10.87,channel_1
2021-11-08,-10.97,channel_1
2021-11-09,-11.07,channel_1
2021-11-10,-11.17,channel_1
2021-11-11,-10.9,channel_1
2021-11-12,-10.63,channel_1
2021-11-13,-10.36,channel_1
2021-11-14,-10.4575,channel_1
2021-11-15,-10.555,channel_1
2021-11-16,-10.6525,channel_1
2021-11-17,-10.75,channel_1
2021-11-18,-10.93666666666667,channel_1
2021-11-19,-11.12333333333333,channel_1
2021-11-20,-11.31,channel_1
2021-11-21,-11.2675,channel_1
2021-11-22,-11.225,channel_1
2021-11-23,-11.1825,channel_1
2021-11-24,-11.14,channel_1
2021-11-25,-11.08666666666667,channel_1
2021-11-26,-11.03333333333333,channel_1
2021-11-27,-10.98,channel_1
2021-11-28,-11.19,channel_1
2021-11-29,-11.4,channel_1
2021-11-30,-11.61,channel_1
2021-12-01,-11.82,channel_1
2021-12-02,-11.70333333333333,channel_1
2021-12-03,-11.58666666666667,channel_1
2021-12-04,-11.47,channel_1
2021-12-05,-11.23,channel_1
2021-12-06,-10.99,channel_1
2021-12-07,-10.75,channel_1
2021-12-08,-10.51,channel_1
2021-12-09,-10.54666666666667,channel_1
2021-12-10,-10.58333333333333,channel_1
2021-12-11,-10.62,channel_1
2020-11-01,0.27,channel_2
2020-11-02,-1.29,channel_2
2020-11-03,-2.84,channel_2
2020-11-04,-3.27,channel_2
2020-11-05,-4.81,channel_2
2020-11-06,-4.68,channel_2
2020-11-07,-4.83,channel_2
2020-11-08,-4.77,channel_2
2020-11-09,-4.86,channel_2
2020-11-10,-4.68,channel_2
2020-11-11,-4.39,channel_2
2020-11-12,-4.51,channel_2
2020-11-13,-4.35,channel_2
2020-11-14,-3.71,channel_2
2020-11-15,-4.26,channel_2
2020-11-16,-4.92,channel_2
2020-11-17,-4.43,channel_2
2020-11-18,-4.21,channel_2
2020-11-19,-4.04,channel_2
2020-11-20,-3.92,channel_2
2020-11-21,-4.21,channel_2
2020-11-22,-4.34,channel_2
2020-11-23,-4.42,channel_2
2020-11-24,-4.55,channel_2
2020-11-25,-4.71,channel_2
2020-11-26,-4.72,channel_2
2020-11-27,-4.475,channel_2
2020-11-28,-4.23,channel_2
2020-11-29,-4.34,channel_2
2020-11-30,-3.36,channel_2
2020-12-01,-2.89,channel_2
2020-12-02,-3.64,channel_2
2020-12-03,-3.78,channel_2
2020-12-04,-3.34,channel_2
2020-12-05,-3.02,channel_2
2020-12-06,-3.0,channel_2
2020-12-07,-2.88,channel_2
2020-12-08,-2.82,channel_2
2020-12-09,-2.76,channel_2
2020-12-10,-2.4,channel_2
2020-12-11,-2.69,channel_2
2020-12-12,-3.88,channel_2
2020-12-13,-3.79,channel_2
2020-12-14,-3.64,channel_2
2020-12-15,-5.39,channel_2
2020-12-16,-5.47,channel_2
2020-12-17,-6.11,channel_2
2020-12-18,-7.75,channel_2
2020-12-19,-8.33,channel_2
2020-12-20,-8.45,channel_2
2020-12-21,-8.07,channel_2
2020-12-22,-9.76,channel_2
2020-12-23,-10.78,channel_2
2020-12-24,-12.11,channel_2
2020-12-25,-13.74,channel_2
2020-12-26,-15.37,channel_2
2020-12-27,-13.87,channel_2
2020-12-28,-15.33,channel_2
2020-12-29,-15.85,channel_2
2020-12-30,-16.47,channel_2
2020-12-31,-16.2,channel_2
2021-01-01,-15.78,channel_2
2021-01-02,-17.55,channel_2
2021-01-03,-18.7,channel_2
2021-01-04,-20.18,channel_2
2021-01-05,-21.71,channel_2
2021-01-06,-23.01,channel_2
2021-01-07,-23.7,channel_2
2021-01-08,-25.57,channel_2
2021-01-09,-25.41,channel_2
2021-01-10,-25.66,channel_2
2021-01-11,-27.23,channel_2
2021-01-12,-27.6,channel_2
2021-01-13,-29.21,channel_2
2021-01-14,-29.7,channel_2
2021-01-15,-31.2,channel_2
2021-01-16,-31.3,channel_2
2021-01-17,-31.68,channel_2
2021-01-18,-31.94,channel_2
2021-01-19,-33.32,channel_2
2021-01-20,-33.22,channel_2
2021-01-21,-33.29,channel_2
2021-01-22,-35.19,channel_2
2021-01-23,-35.86,channel_2
2021-01-24,-36.17,channel_2
2021-01-25,-34.93,channel_2
2021-01-26,-35.13,channel_2
2021-01-27,-34.99,channel_2
2021-01-28,-35.7,channel_2
2021-01-29,-36.27,channel_2
2021-01-30,-36.49,channel_2
2021-01-31,-36.71,channel_2
2021-02-01,-36.93,channel_2
2021-02-02,-37.15,channel_2
2021-02-03,-37.37,channel_2
2021-02-04,-37.59,channel_2
2021-02-05,-37.81,channel_2
2021-02-06,-37.94750000000001,channel_2
2021-02-07,-38.085,channel_2
2021-02-08,-38.2225,channel_2
2021-02-09,-38.36,channel_2
2021-02-10,-38.33857142857143,channel_2
2021-02-11,-38.31714285714285,channel_2
2021-02-12,-38.29571428571428,channel_2
2021-02-13,-38.27428571428572,channel_2
2021-02-14,-38.25285714285715,channel_2
2021-02-15,-38.23142857142857,channel_2
2021-02-16,-38.21,channel_2
2021-02-17,-38.26,channel_2
2021-02-18,-38.31,channel_2
2021-02-19,-38.36,channel_2
2021-02-20,-38.39,channel_2
2021-02-21,-38.42,channel_2
2021-02-22,-38.45,channel_2
2021-02-23,-38.48,channel_2
2021-02-24,-38.59666666666666,channel_2
2021-02-25,-38.71333333333333,channel_2
2021-02-26,-38.83,channel_2
2021-02-27,-39.03749999999999,channel_2
2021-02-28,-39.245,channel_2
2021-03-01,-39.4525,channel_2
2021-03-02,-39.66,channel_2
